Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
"Contribuir a la conservación y gestión sustentable de humedales";"Adaptación - Mitigación";"Servicios Ecosistémicos 1.1";"Evaluar, seleccionar e implementar una figura de protección para humedales en la comuna.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente";"FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. Fondo de Protección Ambiental (FPA)y convenios con privados para implementar planes de gestión integral. Tener en consideración también: fondos Subdere, Fondo Mundial para el Medio Ambiente (GEF), fondos de ONG, financiamiento de privados, entre otros.";"Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal y PROT que identifique humedales rurales. Actualización de Plan Regulador Comunal que reconozca humedales urbanos.";"";"Informe con la evaluación y selección de la figura de protección para cada humedal seleccionado, y antecedentes enviados mediante oficios al GORE para su incorporación a IPT nivel regional.";"2030";"$35.000.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"156"
"Contribuir a la conservación y gestión sustentable de humedales";"Adaptación - Mitigación";"Servicios Ecosistémicos 1.2";"Conformar alianzas por medio de mesas de trabajo y/o convenios de colaboración para desarrollar Planes de Gestión Integral para humedales seleccionados.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente";"FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. Fondo de Protección Ambiental (FPA)y convenios con privados para implementar planes de gestión integral. Tener en consideración también: fondos Subdere, Fondo Mundial para el Medio Ambiente (GEF), fondos de ONG, financiamiento de privados, entre otros.";"Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal y PROT que identifique humedales rurales. Actualización de Plan Regulador Comunal que reconozca humedales urbanos.";"";"Conformación de mesa de trabajo o convenio de colaboración que incluya este objetivo.";"2030";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"157"
"Contribuir a la conservación y gestión sustentable de humedales";"Adaptación - Mitigación";"Servicios Ecosistémicos 1.3";"Realizar actividades de educación ambiental y de sensibilización de la comunidad sobre la importancia de los humedales en conjunto con la Seremi del Medio Ambiente y/u otros actores relevantes. Incluirá difusión de posibles líneas de financiamiento comunitario.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente";"FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. Fondo de Protección Ambiental (FPA)y convenios con privados para implementar planes de gestión integral. Tener en consideración también: fondos Subdere, Fondo Mundial para el Medio Ambiente (GEF), fondos de ONG, financiamiento de privados, entre otros.";"Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal y PROT que identifique humedales rurales. Actualización de Plan Regulador Comunal que reconozca humedales urbanos.";"";"Actas, fotos y videos que evidencien la realización de esta acción";"2030";"$7.500.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"158"
"Contribuir a la conservación y gestión sustentable de humedales";"Adaptación - Mitigación";"Servicios Ecosistémicos 1.4";"Reforzar y priorizar labores de fiscalización en humedales seleccionados, para asegurar cumplimiento de normativa ambiental incluyendo lo estipulado en la ordenanza de protección ambiental del municipio.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente";"FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. Fondo de Protección Ambiental (FPA)y convenios con privados para implementar planes de gestión integral. Tener en consideración también: fondos Subdere, Fondo Mundial para el Medio Ambiente (GEF), fondos de ONG, financiamiento de privados, entre otros.";"Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal y PROT que identifique humedales rurales. Actualización de Plan Regulador Comunal que reconozca humedales urbanos.";"";"Actas, fotos y videos que evidencien la realización de esta acción";"2030";"$18.000.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"158"
"Conservación y reforestación de bosques nativos para la restauración de cuencas";"Adaptación - Mitigación";"Servicios Ecosistémicos 2.1";"Realizar campañas de educación ambiental y de sensibilización de la comunidad sobre la importancia de la restauración de cuencas y microcuencas por medio de la reforestación del bosque nativo.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente, Conaf, empresas forestales";"Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile, y Programa de Restauración de Bosque Nativo a Gran Escala.";"Desarrollar el Plan Regulador Intercomunal y/o un PROT que facilite la implementación de esta medida. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios en que actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. Promover la participación de actores clave en la Mesa Regional del Agua, como empresas forestales y propietarios prediales, Conaf, Dirección General de Aguas (DGA), Infor y APR, entre otros.";"Número de hectáreas reforestadas con influencia en caudales superficiales";"Actas y registros (fotos y/o videos) que evidencien la realización de esta acción";"2030";"$12.000.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"159"
"Conservación y reforestación de bosques nativos para la restauración de cuencas";"Adaptación - Mitigación";"Servicios Ecosistémicos 2.2";"Aumentar la extensión de la superficie manejada a través de Paisajes de Conservación.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente, Conaf, empresas forestales";"Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile, y Programa de Restauración de Bosque Nativo a Gran Escala.";"Desarrollar el Plan Regulador Intercomunal y/o un PROT que facilite la implementación de esta medida. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios en que actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. Promover la participación de actores clave en la Mesa Regional del Agua, como empresas forestales y propietarios prediales, Conaf, Dirección General de Aguas (DGA), Infor y APR, entre otros.";"Número de hectáreas reforestadas con influencia en caudales superficiales";"Actas de reuniones sostenidas con la Asociación de Municipios Paisajes de Conservación para la Biodiversidad de la Región de Los Ríos, propietarios de predios, y otros actores relevantes, enfocadas en esta acción en particular";"2030";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"160"
"Conservación y reforestación de bosques nativos para la restauración de cuencas";"Adaptación - Mitigación";"Servicios Ecosistémicos 2.3";"Promover el diseño e implementación de acuerdos y acciones de restauración de cuencas en la comuna por medio de instancias de coordinación regionales como la Mesa Regional del Agua.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente, Conaf, empresas forestales";"Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile, y Programa de Restauración de Bosque Nativo a Gran Escala.";"Desarrollar el Plan Regulador Intercomunal y/o un PROT que facilite la implementación de esta medida. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios en que actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. Promover la participación de actores clave en la Mesa Regional del Agua, como empresas forestales y propietarios prediales, Conaf, Dirección General de Aguas (DGA), Infor y APR, entre otros.";"Número de hectáreas reforestadas con influencia en caudales superficiales";"Actas de reuniones en instancias de coordinación regionales o intercomunales, destacando el posicionamiento de acciones relacionadas con la restauración de ecosistemas de bosque nativo";"2030";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"160"
"Conservación y reforestación de bosques nativos para la restauración de cuencas";"Adaptación - Mitigación";"Servicios Ecosistémicos 2.4";"Establecer una mesa de trabajo con la Seremi del Medio Ambiente y otros actores relevantes para la implementación de figuras de protección ambiental formal de áreas de relevancia ecosistémica en la comuna.";"Unidad de Medio Ambiente";"Seremi del Medio Ambiente, Conaf, empresas forestales";"Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile, y Programa de Restauración de Bosque Nativo a Gran Escala.";"Desarrollar el Plan Regulador Intercomunal y/o un PROT que facilite la implementación de esta medida. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios en que actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. Promover la participación de actores clave en la Mesa Regional del Agua, como empresas forestales y propietarios prediales, Conaf, Dirección General de Aguas (DGA), Infor y APR, entre otros.";"Número de hectáreas reforestadas con influencia en caudales superficiales";"Mesa de trabajo establecida";"2030";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"161"
"Gestión del riesgo de incendios";"Adaptación - Mitigación";"Servicios Ecosistémicos 3.1";"Ampliar el Comité de Gestión de Riesgos y Desastres (Cogrid) en el municipio, incluyendo a la Unidad de Medio Ambiente.";"Unidad de Medio Ambiente";"Conaf, empresas forestales";"Financiamiento sectorial del Ministerio de Agricultura. Asociaciones público-privadas e inversión privada. Subsecretaría de Desarrollo Regional. Gobierno Regional.";"Convenio de colaboración con Conaf. Coordinación con actores locales para mesa de trabajo. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución. Actualización de los planes de manejo de empresas forestales, considerando silvicultura preventiva.";"Porcentaje de superficie incendiada respecto al total de superficie con bosques y plantaciones forestales";"Comité incorpora a Unidad de Medio Ambiente de la municipalidad";"2027";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"162"
"Gestión del riesgo de incendios";"Adaptación - Mitigación";"Servicios Ecosistémicos 3.2";"Elaborar el Plan Comunal para la Reducción del Riesgo de Desastres.";"Unidad de Medio Ambiente";"Conaf, empresas forestales";"Financiamiento sectorial del Ministerio de Agricultura. Asociaciones público-privadas e inversión privada. Subsecretaría de Desarrollo Regional. Gobierno Regional.";"Convenio de colaboración con Conaf. Coordinación con actores locales para mesa de trabajo. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución. Actualización de los planes de manejo de empresas forestales, considerando silvicultura preventiva.";"Porcentaje de superficie incendiada respecto al total de superficie con bosques y plantaciones forestales";"Plan aprobado";"2027";"$7.000.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"162"
"Gestión del riesgo de incendios";"Adaptación - Mitigación";"Servicios Ecosistémicos 3.3";"Elaborar un convenio de colaboración con Conaf y otros actores relevantes, para establecer roles y responsabilidades del municipio en torno a la prevención de incendios forestales y a la aplicación de los programas existentes de Conaf en esta materia.";"Unidad de Medio Ambiente";"Conaf, empresas forestales";"Financiamiento sectorial del Ministerio de Agricultura. Asociaciones público-privadas e inversión privada. Subsecretaría de Desarrollo Regional. Gobierno Regional.";"Convenio de colaboración con Conaf. Coordinación con actores locales para mesa de trabajo. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución. Actualización de los planes de manejo de empresas forestales, considerando silvicultura preventiva.";"Porcentaje de superficie incendiada respecto al total de superficie con bosques y plantaciones forestales";"Convenio de colaboración firmado con identificación de roles y responsabilidades";"2026";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"163"
"Gestión del riesgo de incendios";"Adaptación - Mitigación";"Servicios Ecosistémicos 3.4";"Creación de campaña de difusión de información a la población general sobre medidas preventivas, incluyendo protección de viviendas, con especial énfasis en la interfaz urbano-rural.";"Unidad de Medio Ambiente";"Conaf, empresas forestales";"Financiamiento sectorial del Ministerio de Agricultura. Asociaciones público-privadas e inversión privada. Subsecretaría de Desarrollo Regional. Gobierno Regional.";"Convenio de colaboración con Conaf. Coordinación con actores locales para mesa de trabajo. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución. Actualización de los planes de manejo de empresas forestales, considerando silvicultura preventiva.";"Porcentaje de superficie incendiada respecto al total de superficie con bosques y plantaciones forestales";"Campaña de difusión implementada";"2027";"$8.000.000";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"163"
"Gestión del riesgo de incendios";"Adaptación - Mitigación";"Servicios Ecosistémicos 3.5";"Coordinar la creación y/o mantención de una mesa de trabajo de prevención de incendios forestales que involucre autoridades locales, representantes del sector privado, asociaciones civiles y comunidades de pueblos originarios";"Unidad de Medio Ambiente";"Conaf, empresas forestales";"Financiamiento sectorial del Ministerio de Agricultura. Asociaciones público-privadas e inversión privada. Subsecretaría de Desarrollo Regional. Gobierno Regional.";"Convenio de colaboración con Conaf. Coordinación con actores locales para mesa de trabajo. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución. Actualización de los planes de manejo de empresas forestales, considerando silvicultura preventiva.";"Porcentaje de superficie incendiada respecto al total de superficie con bosques y plantaciones forestales";"Acta de conformación de mesa de trabajo";"2025";"$0";"Conservar y mejorar los servicios ecosistémicos";"Máfil";"164"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.1";"Identificar geoespacialmente todas las viviendas urbanas y rurales sin acceso a fuentes de agua mejorada (donde fuente mejorada implica que está ubicada dentro de la vivienda o en el patio o parcela de la misma, está disponible en el momento en que se la necesita, cumple con los estándares para contaminantes fecales y químicos prioritarios)";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Información SIG disponible";"2026";"$13.000.000";"Fortalecer la seguridad hídrica";"Máfil";"174"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.2";"Levantar una cartera de soluciones (tecnológicas, basadas en la naturaleza, de planificación territorial y/o de gestión) que mejoren el nivel de acceso a fuentes de agua mejorada y la continuidad del servicio, para las viviendas identificadas en la acción 1.1.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Cartera de soluciones";"2030";"$30.000.000";"Fortalecer la seguridad hídrica";"Máfil";"175"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.3";"Generar un plan de acción para que las soluciones levantadas se ejecuten, identificando actores responsables, plazos y fuentes de financiamiento.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Plan de acción elaborado";"2030";"$5.000.000";"Fortalecer la seguridad hídrica";"Máfil";"175"
"Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales";"Adaptación";"Seguridad Hídrica 1.4";"Promover participación de APR en programas de financiamiento enfocados en incrementar su eficiencia hídrica.";"Unidad de Medio Ambiente";"Seremi de Vivienda y Urbanismo (Minvu), Conaf, MOP - DGA y Subdirección de Servicios Sanitarios Rurales, Senapred y comités de APR.";"Fondos GORE (FNDR, FRIL FIC-R). Fondos Subdere (Programa de Mejoramiento Urbano y Equipamiento Comunal, PMU). Fondos MOP (programas específicos del MOP para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR). Fondos propios del municipio.";"Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Actualización de PRC considerando escasez hídrica como factor en el Estudio de Factibilidad Sanitaria, limitando o aumentando las densidades y capacidad de uso de suelo de acuerdo a la oferta hídrica existente. Incorporar en Plan Regulador Intercomunal de Borde Costero y en PROT las zonas rurales con riesgo de escasez hídrica.";"";"Mesa de trabajo establecida con comités de APR";"2026";"$0";"Fortalecer la seguridad hídrica";"Máfil";"176"
