Medida;Tipo de medida;Acciones;Descripción de la accion;Área municipal responsable;Colaboradores;Posibles fuentes de financiamiento;Otros medios de implementación;Indicadores de orientación;Medio de verificación;Plazo máximo;Costo;Transformaciones;Comuna;Pagina donde empiezas a extraer la informacion de la fila
Contribuir a la conservación y gestión sustentable de humedales;Adaptación — Mitigación;Servicios Ecosistémicos 1.2;Conformar alianzas por medio de mesas de trabajo y/o convenios de colaboración para desarrollar Planes de Gestión Integral para humedales seleccionados.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Oficina de Turismo (municipal);Existen diversas fuentes de financiamiento posibles, incluyendo fuentes internacionales. Sin embargo se recomienda priorizar la búsqueda en: FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. FPA y convenios con privados para implementar Planes de Gestión Integral. Tener en consideración también: fondos Subdere, fondo GEF, fondos de ONG, financiamiento de privados, entre otros.;Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal que identifique humedales rurales.;Indicador 1 Porcentaje de avance en protección de humedales vía figura formal: número de humedales protegidos por medio de figura formal respecto a la cantidad de humedales seleccionados.;Conformación de mesa de trabajo o convenio de colaboración que incluya este objetivo.;2030;$0;Conservar y mejorar los servicios ecosistémicos;Lanco;199
Contribuir a la conservación y gestión sustentable de humedales;Adaptación — Mitigación;Servicios Ecosistémicos 1.3;Realizar actividades de educación ambiental y de sensibilización de la comunidad sobre la importancia de los humedales en conjunto con la SEREMI del Medio Ambiente y/u otros actores relevantes. Incluirá difusión de posibles líneas de financiamiento comunitario.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Oficina de Turismo (municipal);Existen diversas fuentes de financiamiento posibles, incluyendo fuentes internacionales. Sin embargo se recomienda priorizar la búsqueda en: FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. FPA y convenios con privados para implementar Planes de Gestión Integral. Tener en consideración también: fondos Subdere, fondo GEF, fondos de ONG, financiamiento de privados, entre otros.;Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal que identifique humedales rurales.;Indicador 1 Porcentaje de avance en protección de humedales vía figura formal: número de humedales protegidos por medio de figura formal respecto a la cantidad de humedales seleccionados.;Actas, fotos y videos que evidencien la realización de esta acción.;2030;$1,500,000;Conservar y mejorar los servicios ecosistémicos;Lanco;199
Contribuir a la conservación y gestión sustentable de humedales;Adaptación — Mitigación;Servicios Ecosistémicos 1.4;Reforzar y priorizar labores de fiscalización en humedales seleccionados, para asegurar cumplimiento de normativa ambiental.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Oficina de Turismo (municipal);Existen diversas fuentes de financiamiento posibles, incluyendo fuentes internacionales. Sin embargo se recomienda priorizar la búsqueda en: FNDR para implementar figuras de protección de humedales. Proyectos 8% FNDR para la comunidad. FPA y convenios con privados para implementar Planes de Gestión Integral. Tener en consideración también: fondos Subdere, fondo GEF, fondos de ONG, financiamiento de privados, entre otros.;Coordinación con Seremi del Medio Ambiente para establecer figura de protección formal en base al SBAP. Catastro de humedales rurales. Desarrollo del Plan Regulador Intercomunal que identifique humedales rurales.;Indicador 1 Porcentaje de avance en protección de humedales vía figura formal: número de humedales protegidos por medio de figura formal respecto a la cantidad de humedales seleccionados.;Actas, fotos y videos que evidencien la realización de esta acción.;2030;$3,600,000;Conservar y mejorar los servicios ecosistémicos;Lanco;200
Conservación y Reforestación de Bosques Nativos para la Restauración de Cuencas;Adaptación — Mitigación;Servicios Ecosistémicos 2.1;Realizar campañas de educación ambiental y de sensibilización de la comunidad sobre la importancia de la restauración de cuencas y micro cuencas por medio de la reforestación del bosque nativo.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Conaf Empresas forestales Unidad de Turismo;Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile y Programa Restauración de Bosque Nativo a Gran Escala.;1. Desarrollar Plan Regulador Intercomunal que facilite la implementación de esta medida. 2. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios donde actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. 3. Promover la participación de actores clave en la Mesa Regional del Agua tales como empresas forestales y propietarios prediales, Conaf, DGA, Infor y APR, entre otros.;Indicador 1 Superficie intervenida (vía protección formal y/o acciones de restauración) lograda durante el periodo del PACCC, en términos de hectáreas reforestadas.;Actas y registros —fotos y/o videos— que evidencien la realización de esta acción;2030;$4,000,000;Conservar y mejorar los servicios ecosistémicos;Lanco;201
Conservación y Reforestación de Bosques Nativos para la Restauración de Cuencas;Adaptación — Mitigación;Servicios Ecosistémicos 2.2;Promover el diseño e implementación de acuerdos público—privados y acciones de restauración de cuencas en la comuna (reforestación, mantención de caudales ecológicos, mitigación de amenazas como extracción de áridos, pisciculturas, prácticas de ganadería y silvicultura, entre otras) en la Mesa Regional del Agua.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Conaf Empresas forestales Unidad de Turismo;Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile y Programa Restauración de Bosque Nativo a Gran Escala.;1. Desarrollar Plan Regulador Intercomunal que facilite la implementación de esta medida. 2. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios donde actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. 3. Promover la participación de actores clave en la Mesa Regional del Agua tales como empresas forestales y propietarios prediales, Conaf, DGA, Infor y APR, entre otros.;Indicador 1 Superficie intervenida (vía protección formal y/o acciones de restauración) lograda durante el periodo del PACCC, en términos de hectáreas reforestadas.;Actas de reuniones de la Mesa Regional del Agua, destacando el posicionamiento de acciones relacionadas con la restauración de ecosistemas de bosque nativo.;2030;$0;Conservar y mejorar los servicios ecosistémicos;Lanco;201
Conservación y Reforestación de Bosques Nativos para la Restauración de Cuencas;Adaptación — Mitigación;Servicios Ecosistémicos 2.3;Establecer una mesa de trabajo con la Seremi del Medio Ambiente y otros actores relevantes para la implementación de figuras de protección ambiental formal de áreas de relevancia ecosistémica en la comuna.;Departamento de Medio Ambiente;Seremi del Medio Ambiente Conaf Empresas forestales Unidad de Turismo;Fondos sectoriales del Ministerio de Agricultura a través de Conaf y su Programa + Árboles Para Chile y Programa Restauración de Bosque Nativo a Gran Escala.;1. Desarrollar Plan Regulador Intercomunal que facilite la implementación de esta medida. 2. Trabajo por medio de la Mesa Regional del Agua y también a través de asociaciones de municipios donde actualmente participa la comuna, como la Asociación de Municipalidades Paisajes de Conservación para la Biodiversidad de Los Ríos. 3. Promover la participación de actores clave en la Mesa Regional del Agua tales como empresas forestales y propietarios prediales, Conaf, DGA, Infor y APR, entre otros.;Indicador 1 Superficie intervenida (vía protección formal y/o acciones de restauración) lograda durante el periodo del PACCC, en términos de hectáreas reforestadas.;Mesa de trabajo establecida;2030;$0;Conservar y mejorar los servicios ecosistémicos;Lanco;202
Gestión del riesgo de incendios;Adaptación — Mitigación;Servicios Ecosistémicos 3.1;Elaborar un convenio de colaboración con Conaf y otros actores relevantes, para establecer roles y responsabilidades del municipio en torno a la prevención de incendios forestales y a la aplicación de los programas existentes de Conaf en esta materia.;Gestión de Riesgo de Desastres;Conaf, empresas forestales;Financiamiento sectorial del Ministerio de Agricultura Asociaciones público—privadas e inversión privada Gobierno Regional;Convenio de colaboración con Conaf Coordinación con empresas forestales para establecimiento de mesas de trabajo y/o convenios de colaboración. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución.;Indicador 1 Porcentaje de superficie incendiada respecto a la totalidad con bosques y plantaciones forestales;Convenio de colaboración firmado con identificación de roles y responsabilidades.;2026;$0;Conservar y mejorar los servicios ecosistémicos;Lanco;203
Gestión del riesgo de incendios;Adaptación — Mitigación;Servicios Ecosistémicos 3.2;Creación de campaña de difusión de información a la población general sobre medidas preventivas, incluyendo protección de viviendas, con especial énfasis en la interfaz urbano—rural. Podrá generar convenios con organismos públicos o empresas privadas para su ejecución.;Gestión de Riesgo de Desastres;Conaf, empresas forestales;Financiamiento sectorial del Ministerio de Agricultura Asociaciones público—privadas e inversión privada Gobierno Regional;Convenio de colaboración con Conaf Coordinación con empresas forestales para establecimiento de mesas de trabajo y/o convenios de colaboración. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución.;Indicador 1 Porcentaje de superficie incendiada respecto a la totalidad con bosques y plantaciones forestales;Campaña de difusión implementada;2027;$4,000,000;Conservar y mejorar los servicios ecosistémicos;Lanco;203
Gestión del riesgo de incendios;Adaptación — Mitigación;Servicios Ecosistémicos 3.3;Coordinar la creación y/o mantención de una mesa de trabajo de prevención de incendios forestales que involucre autoridades locales, representantes del sector privado, asociaciones civiles y comunidades de pueblos originarios;Gestión de Riesgo de Desastres;Conaf, empresas forestales;Financiamiento sectorial del Ministerio de Agricultura Asociaciones público—privadas e inversión privada Gobierno Regional;Convenio de colaboración con Conaf Coordinación con empresas forestales para establecimiento de mesas de trabajo y/o convenios de colaboración. Educación y difusión de medidas preventivas frente a incendios, generando convenios con organismos públicos o empresas privadas para su ejecución.;Indicador 1 Porcentaje de superficie incendiada respecto a la totalidad con bosques y plantaciones forestales;Acta de conformación de mesa de trabajo;2025;$0;Conservar y mejorar los servicios ecosistémicos;Lanco;204
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.2;Levantar una cartera de soluciones (tecnológicas, basadas en la naturaleza, de planificación territorial y/o de gestión) que mejoren el nivel de acceso a fuentes de agua mejorada y la continuidad del servicio, para las viviendas identificadas en la acción 1.1.;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Cartera de soluciones;2030;$30,000,000;Fortalecer la seguridad hídrica;Lanco;205
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.3;Generar un plan de acción para que las soluciones levantadas se ejecuten, identificando actores responsables, plazos y fuentes de financiamiento.;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Plan de acción elaborado;2030;$5,000,000;Fortalecer la seguridad hídrica;Lanco;205
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.4;Promover participación de comités de APR en programas de financiamiento enfocados en incrementar su eficiencia hídrica.;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Mesa de trabajo establecida con comités APR;2026;$0;Fortalecer la seguridad hídrica;Lanco;206
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.5;Reemplazar la vegetación de alto consumo hídrico en espacios públicos por especies nativas seleccionadas.;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Inventario de vegetación reemplazada;2030;$50,000,000;Fortalecer la seguridad hídrica;Lanco;206
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.6;Elaborar y publicar una ordenanza para asegurar que las nuevas áreas verdes tanto públicas como privadas, consideren especies nativas de bajo consumo hídrico.;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Propuesta de ordenanza presentada al Concejo;2027;$0;Fortalecer la seguridad hídrica;Lanco;206
Mejorar la gestión y eficiencia del uso del agua a nivel domiciliario y de espacios públicos en zonas urbanas y rurales;Adaptación;Seguridad Hídrica 1.7;Definir e implementar una estrategia para fomentar la participación de mujeres y comunidades indígenas en comités de agua y en otras instancias de planificación y gestión de agua en la comuna;Sección Áreas Verdes, Aseo y Ornato;Comités de APR Dideco ONG;Fondos GORE (FNDR, FRIL FIC-R) Fondos Subdere (Programa Mejoramiento Urbano y equipamiento comunal, PMU) Fondos MOP (programas específicos para mejorar la infraestructura hídrica y tecnológica, programa de financiamiento APR) Fondos propios del municipio;Creación de una Unidad de Estrategia Hídrica Local dentro de la municipalidad. Colaboración con ONG como WWF para entrega de información georreferenciada. Coordinación con comités de APR en la comuna y diagnóstico del estado de los mismos, en cuanto al nivel de eficiencia hídrica y pérdidas en los sistemas. Participación en instancias de coordinación y gobernanza regionales y/o inter municipales como la Mesa Regional del Agua. Actualización del PRC, urbanizando zonas densamente pobladas con escasez hídrica sin infraestructura de agua potable y alcantarillado. Desarrollo de un Plan Regulador Intercomunal que incorpore las zonas rurales con riesgo de escasez hídrica, estableciendo restricciones.;Indicador 1 Porcentaje de viviendas con soluciones implementadas, en base al total identificado.;Estrategia disponible e informe de resultados disponible;2026;$5,000,000;Fortalecer la seguridad hídrica;Lanco;207
Aumento del uso sostenible y eficiente de los recursos hídricos en el sector agropecuario;Adaptación;Seguridad Hídrica 2.1;Mantener vigente instancias de colaboración de eficiencia hídrica entre privados y comunidad respecto a buenas prácticas productivas en sistemas de riego;Oficina Municipal de Desarrollo Local (Omdel);INIA, Conadi, CNR e Indap Productores agropecuarios;Financiamiento sectorial del Ministerio de Agricultura (Indap, INIA y CNR), Ministerio de Desarrollo Social y Familia (Conadi), y Ministerio de Economía, Fomento y Turismo (Corfo).;Coordinación con productores locales de diversos tamaños, usando las instancias de coordinación existentes o creando nuevas. Trabajo en alianza con el sector privado para replicar prácticas de eficiencia hídrica, como por ejemplo, experiencia Cran Chile.;Indicador 1 Número de productores con infraestructura de riego eficiente y/o captación de aguas lluvia.;Actas de reuniones establecidas.;;$0;Fortalecer la seguridad hídrica;Lanco;207
